,template1,template4,template5,template6,template7,template8,Diff,Max,Truth,Correct,Rate
11ono_filter.png,8806.389304338234,-4634.243125718651,-5719.298579311027,-1962.7482896635593,-3552.2607261340745,-3541.3115154101033,10769.137594001793,template1,template1,True,1.0
36ono_filter.png,1922.645163713234,8842.68949146885,-1818.0485793110274,-941.2795396635593,2765.6845863659255,-594.1005779101033,6077.004905102924,template4,template4,True,1.0
43ono_filter.png,-907.3997581617659,-1890.8212507186508,5626.572514438973,-615.0881334135593,-704.6279136340745,-714.5048747851033,6241.660647852532,template5,template5,True,1.0
74ono_filter.png,1149.082663713234,-3277.981406968651,2474.1535691264726,4546.448975961441,2344.3759926159255,1279.3798908398967,2072.295406834968,template6,template6,True,1.0
83ono_filter.png,2425.387351213234,846.0459367813492,2181.4279831889726,4530.454835336441,7235.0752113659255,1400.1201252148967,2704.6203760294848,template7,template7,True,1.0
97ono_filter.png,-4860.108742536766,1483.7685930313492,-7525.536860561027,461.40796033644074,231.1806801159255,5134.021492402397,3650.2528993710475,template8,template8,True,1.0
