-2.748900093138217926e-03 -4.785118158906698227e-03
-1.646519376663491130e-04 5.828726105391979218e-03
-1.555043272674083710e-02 -1.358571648597717285e-02
1.564219780266284943e-02 2.033920213580131531e-02
-3.509539738297462463e-02 -2.099799178540706635e-02
1.951315999031066895e-02 2.720887400209903717e-02
-6.087096408009529114e-02 -1.311568450182676315e-02
3.350038314238190651e-03 -1.062176935374736786e-02
2.729532681405544281e-02 2.958432212471961975e-02
-1.013506203889846802e-01 2.848150441423058510e-03
-4.856632277369499207e-02 -1.313135027885437012e-02
-5.584985017776489258e-02 -1.720141805708408356e-02
3.559938073158264160e-02 5.299705639481544495e-02
1.145802736282348633e-01 -3.456422686576843262e-02
-2.331526428461074829e-01 -1.126088108867406845e-02
-3.906274735927581787e-01 -9.012420475482940674e-02
-4.343619942665100098e-01 1.695829182863235474e-01
-9.588294029235839844e-01 -2.781653702259063721e-01
-5.097683072090148926e-01 -8.443322964012622833e-03
-1.425810694694519043e+00 6.853018701076507568e-02
2.691754139959812164e-02 6.290040612220764160e-01
-1.558032870292663574e+00 -5.256028175354003906e-01
7.527164816856384277e-01 3.122463226318359375e-01
1.836997121572494507e-01 -9.335188269615173340e-01
-1.695680804550647736e-02 8.404305577278137207e-02
6.918482184410095215e-01 1.572925150394439697e-01
1.058452963829040527e+00 -5.866428837180137634e-02
1.650966852903366089e-01 3.651770949363708496e-01
5.008490085601806641e-01 7.388021796941757202e-02
8.574862480163574219e-01 -4.439419806003570557e-01
2.755880355834960938e-01 -1.751601397991180420e-01
1.858144998550415039e-01 -3.715393245220184326e-01
2.835096120834350586e-01 7.126079499721527100e-02
-1.012749791145324707e+00 8.684238418936729431e-03
-7.257869243621826172e-01 -2.724714763462543488e-02
-3.829294145107269287e-01 8.556698262691497803e-02
1.970993727445602417e-02 -5.963206663727760315e-02
2.262577228248119354e-02 2.901527285575866699e-02
-2.068777233362197876e-01 9.627128392457962036e-02
5.279568955302238464e-03 -1.122483909130096436e-01
4.498679935932159424e-02 6.727845966815948486e-02
-9.643573313951492310e-02 5.668860394507646561e-03
4.710869863629341125e-02 -2.907650545239448547e-02
2.041018940508365631e-02 4.961483180522918701e-03
-2.920847386121749878e-02 4.620045889168977737e-03
-1.807081699371337891e-02 1.061468198895454407e-02
-1.649323478341102600e-02 -4.686538595706224442e-03
1.148541551083326340e-02 -1.252002827823162079e-02
-1.610634289681911469e-02 1.489654555916786194e-02
-1.466242014430463314e-03 -3.770948154851794243e-03
-9.851039387285709381e-03 -1.081695314496755600e-02
4.323113709688186646e-03 1.788064488209784031e-03
-2.728396793827414513e-03 1.008707471191883087e-02
-5.936634726822376251e-03 -2.615712583065032959e-02
3.745631873607635498e-02 2.516421675682067871e-02
-9.337972849607467651e-02 -5.035565420985221863e-02
5.849307775497436523e-02 4.143093526363372803e-02
-4.200350493192672729e-02 -2.521706046536564827e-03
-1.006058305501937866e-01 -7.284180074930191040e-02
5.830016359686851501e-02 1.343586109578609467e-02
5.165509134531021118e-02 5.446223542094230652e-02
-6.865695863962173462e-02 -3.304117918014526367e-02
-4.325541853904724121e-01 -1.610383242368698120e-01
2.860936895012855530e-02 1.456151753664016724e-01
4.513431787490844727e-01 1.644108146429061890e-01
2.757632732391357422e-01 6.862541288137435913e-02
-4.179714247584342957e-02 -3.952478989958763123e-03
7.283503413200378418e-01 4.812396168708801270e-01
1.549231648445129395e+00 3.321080207824707031e-01
2.055412054061889648e+00 7.382319867610931396e-02
4.008632898330688477e-01 -1.128031849861145020e+00
1.988757133483886719e+00 1.725930452346801758e+00
-3.852767646312713623e-01 -1.448157906532287598e+00
5.841884016990661621e-01 6.444188356399536133e-01
-9.585072398185729980e-01 -1.566549688577651978e-01
-9.823451638221740723e-01 7.645283639430999756e-02
7.017739862203598022e-02 -2.422962784767150879e-01
-8.780112862586975098e-01 7.626882195472717285e-01
-6.955183744430541992e-01 -7.415025234222412109e-01
-9.632009863853454590e-01 1.287317037582397461e+00
-9.608327746391296387e-01 -3.755542635917663574e-01
-9.106910228729248047e-02 -1.737085878849029541e-01
2.204542905092239380e-01 -5.281696319580078125e-01
9.654338955879211426e-01 -6.006041169166564941e-02
-1.105721667408943176e-01 2.665351144969463348e-03
-7.703655958175659180e-02 -3.189998492598533630e-02
-2.012443542480468750e-01 1.755421794950962067e-02
1.799751520156860352e-01 -2.804687917232513428e-01
1.041328907012939453e-01 1.725412607192993164e-01
-1.680292785167694092e-01 -3.240094706416130066e-02
1.279224157333374023e-01 -1.092771291732788086e-01
-2.838614583015441895e-02 5.662138760089874268e-02
-1.160927638411521912e-01 2.155032567679882050e-02
6.819913163781166077e-03 -1.352597121149301529e-02
2.634931169450283051e-02 -3.510219231247901917e-02
1.873245090246200562e-02 -3.471392439678311348e-03
-3.940294310450553894e-02 4.148572683334350586e-02
1.342313550412654877e-02 -2.660688199102878571e-02
-1.928147627040743828e-03 5.709545686841011047e-03
2.814005361869931221e-03 5.455852020531892776e-03
2.890072064474225044e-03 3.628107486292719841e-03
4.792217165231704712e-03 6.185790989547967911e-03
1.137125305831432343e-03 2.953138202428817749e-03
